TemplateId,Name,FuncType,Desc,FuncDesc,Icon,FuncIcon,Type,Class,MaxLevel,CanOpenManageOutTaiwu,Width,Color,BaseBuildCost,RemoveGetResourcePercent,MoveBuildCostResourceRate,CollectResourcePercent,BuildingCoreItem,DependBuildings,ExpandBuildings,RequireLifeSkillType,RequireCombatSkillType,RequirePersonalityType,LeaderName,MemberName,RecruitLifeSkillsAdjust,RecruitCombatSkillsAdjust,OperationTotalProgress,MaxDurability,BaseMaintenanceCost,BaseRepairCost,MustMaintenance,IsUnique,DestoryType,AddReadingLifeSkillBookEfficiency,ReduceCombatSkillCost,AddCombatSkillBreakout,AddLifeSkillAttainment,AddReadingLifeSkillBookFlash,CanMakeItem,UpgradeMakeItem,ReduceMakeRequirementLifeSkillType,VillagerRoleTemplateIds,IsShop,NeedLeader,NeedShopProgress,IsCollectResourceBuilding,ShowResourceStoreLocation,ShowItemStoreLocation,ShowItemLocationAsResourceLocation,MaxProduceValue,RequireCulture,RequireSafety,SuccesEvent,FailEvent,IdleEvent,SpecialEvent,MerchantId,ExpandInfos,EffectDesc,BelongOrganization,BuildingAreaLevelBack,BuildingAreaLevelInfoBackendPattern,ArtisanOrderAvailable,AvailableOnLoading,AvailableOrganization,ApprovingRate
67,异人馆,Reading,以收集和钻研各种奇形兵刃为主的场所。异人馆同时设有多间客房，用于招待各路奇人异士，双方可以交换所见所闻。,"<color=#pinkyellow>建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在研读「奇门」书籍时的效率。
可派遣护冢作为掌院，带领子弟研习「奇门」。</color>",SectSpecial/2012_yirenguan,Func_CombatSkill10,Building,Kungfu,1,False,1,473a32,[0; 5000; 0; 2500; 2500; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[52],[],-1,10,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 9; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 6; ResourceCount: 100}],1000,False,True,0,-1,10,-1,-1,-1,False,False,-1,[5],True,True,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[89],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
68,风室,Reading,风室构造奇特，前后设有多架鼓风机关，依法开启机关，室中便会狂风大作。修习软兵者，手上刚柔二力不得有分毫偏差，否则立刻便会受到狂风所扰。,"<color=#pinkyellow>建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在研读「软兵」书籍时的效率。
可派遣护冢作为掌院，带领子弟研习「软兵」。</color>",SectSpecial/2013_fengshi,Func_CombatSkill11,Building,Kungfu,1,False,1,473a32,[0; 2500; 0; 2500; 5000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[52],[],-1,11,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 9; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 6; ResourceCount: 100}],1000,False,True,0,-1,11,-1,-1,-1,False,False,-1,[5],True,True,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[90],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
69,天机阁,Reading,天机阁乃是一间清静整洁的工坊。阁中备有各类巧妙器具，小至尖锥细尺，大至吊索车床，一应俱全。所谓御射，乃是机关之术，最重机簧设计。,"<color=#pinkyellow>建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在研读「御射」书籍时的效率。
可派遣护冢作为掌院，带领子弟研习「御射」。</color>",SectSpecial/2014_tianjige,Func_CombatSkill12,Building,Kungfu,1,False,1,473a32,[0; 0; 2500; 5000; 2500; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[52],[],-1,12,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 9; -1],[750; 750],10,[ResourceInfo{ResourceType: 6; ResourceCount: 100}],1000,False,True,0,-1,12,-1,-1,-1,False,False,-1,[5],True,True,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[91],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
70,空谷,Reading,人工开辟的空旷谷地，四面环丘，万籁俱寂。谷中设有琴台、小楼。但凡有乐器奏响，四面八方皆是回音，犹如百人合奏共鸣，音律之中的半点瑕疵也不能逃过人耳。,"<color=#pinkyellow>建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在研读「乐器」书籍时的效率。
可派遣护冢作为掌院，带领子弟研习「乐器」。</color>",SectSpecial/2015_konggu,Func_CombatSkill13,Building,Kungfu,1,False,1,473a32,[0; 0; 0; 2500; 5000; 2500; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[52],[],-1,13,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 9],[750; 750],10,[ResourceInfo{ResourceType: 6; ResourceCount: 100}],1000,False,True,0,-1,13,-1,-1,-1,False,False,-1,[5],True,True,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[92],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
71,隔世塔,Breakout,隔世塔共有守拙、若愚、斗力、小巧、用智、通幽、具体、坐照、入神九层。塔中每层建有石台，备有清水干粮，其余再无一物，乃是摒弃一切杂念的苦修之塔。,"<color=#pinkyellow>以「绝音石」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「内功」时的成功率。
可派遣护冢作为掌院，带领子弟研习「内功」。</color>",SectSpecial/2016_geshita,Func_CombatSkill0,Building,Kungfu,1,False,1,473a32,[0; 5000; 0; 10000; 0; 15000; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],130,[52],[],-1,0,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[12; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,0,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[93],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
72,凌云阶,Breakout,凌云阶高达数十丈，以巨木为中心，四周嵌有盘旋向上的木石阶梯。每级阶梯仅两掌大小，脆弱易折，飞鸟亦不能久立其上。,"<color=#pinkyellow>以「麒麟凿」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「身法」时的成功率。
可派遣护冢作为掌院，带领子弟研习「身法」。</color>",SectSpecial/2017_lingyunjie,Func_CombatSkill1,Building,Kungfu,1,False,1,473a32,[0; 15000; 10000; 0; 5000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],131,[52],[],-1,1,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; 12; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,1,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[94],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
73,密室,Breakout,密室深藏地底。除了设有机关的甬道可以出入以外，四壁再无任何门窗孔洞，秘技绝难泄露。室内或书或画，记载着修习者反复钻研的绝艺要旨。,"<color=#pinkyellow>以「风孔百机」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「绝技」时的成功率。
可派遣护冢作为掌院，带领子弟研习「绝技」。</color>",SectSpecial/2018_mishi,Func_CombatSkill2,Building,Kungfu,1,False,1,473a32,[0; 0; 0; 5000; 10000; 15000; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],132,[52],[],-1,2,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; 12; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,2,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[95],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
74,搏虎牢,Breakout,搏虎牢方圆高矮均不足九尺，奔行纵跃全然无法施展。牢中饲有猛兽，修炼者赤手空拳走入牢中，唯有奋身搏斗，才能御敌保命。,"<color=#pinkyellow>以「饲虎笼」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「拳掌」时的成功率。
可派遣护冢作为掌院，带领子弟研习「拳掌」。</color>",SectSpecial/2019_bohulao,Func_CombatSkill3,Building,Kungfu,1,False,1,473a32,[0; 15000; 10000; 0; 5000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],133,[52],[],-1,3,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; 12; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,3,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[96],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
75,绵铁二壁,Breakout,绵铁二壁长宽各两丈，一面为石壁，一面挂满蚕茧。修习者若能练至指力透过石壁而击破蚕茧便算小成，如果能练至指力施加于蚕茧上，而蚕茧不损却能击破石壁则为大成。,"<color=#pinkyellow>以「长生茧」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「指法」时的成功率。
可派遣护冢作为掌院，带领子弟研习「指法」。</color>",SectSpecial/2020_miantieerbi,Func_CombatSkill4,Building,Kungfu,1,False,1,473a32,[0; 5000; 15000; 0; 10000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],134,[52],[],-1,4,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; 12; -1; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,4,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[97],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
76,倒穹斗,Breakout,倒穹斗高两丈，形如倒扣在地的巨斗。修习者需以足背钩住斗内的粗绳网，头下脚上，倒悬着修习腿力与腿法。,"<color=#pinkyellow>以「龙骨金钩」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「腿法」时的成功率。
可派遣护冢作为掌院，带领子弟研习「腿法」。</color>",SectSpecial/2021_daoqiongdou,Func_CombatSkill5,Building,Kungfu,1,False,1,473a32,[0; 15000; 5000; 0; 10000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],135,[52],[],-1,5,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; 12; -1; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,5,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[98],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
77,暗室,Breakout,修习暗器者，首重听风辨位，因此暗室之中，没有半点光亮。暗室内每次放入二十四只麻雀，修习者以朱砂投之，力求百发百中。投掷之时，劲力亦要收发自如，不可伤及鸟儿性命。,"<color=#pinkyellow>以「绝光壁」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「暗器」时的成功率。
可派遣护冢作为掌院，带领子弟研习「暗器」。</color>",SectSpecial/2022_anshi,Func_CombatSkill6,Building,Kungfu,1,False,1,473a32,[0; 10000; 15000; 0; 5000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],136,[52],[],-1,6,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; 12; -1; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,6,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[99],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
78,剑冢,Breakout,用剑之道，在于领会剑意。剑有长短钝锐，刚柔轻重，种类极多，剑意更每柄不同。习剑者为求逐一领悟，因此以万剑为冢。葬的乃是剑形，超脱而出的便是剑魂。,"<color=#pinkyellow>以「葬剑石」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「剑法」时的成功率。
可派遣护冢作为掌院，带领子弟研习「剑法」。</color>",SectSpecial/2023_jianzhong,Func_CombatSkill7,Building,Kungfu,1,False,1,473a32,[0; 10000; 0; 15000; 5000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],137,[52],[],-1,7,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; 12; -1; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,7,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[100],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
79,修罗场,Breakout,刀为霸道之器，首重气势，其次才是技艺的磨练。习刀者在此地以重刀斩击各类兵刃，修习当者披靡、无坚不摧的气势。这便是百兵的修罗场。,"<color=#pinkyellow>以「镇刀石」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「刀法」时的成功率。
可派遣护冢作为掌院，带领子弟研习「刀法」。</color>",SectSpecial/2024_xiuluochang,Func_CombatSkill8,Building,Kungfu,1,False,1,473a32,[0; 10000; 15000; 5000; 0; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],138,[52],[],-1,8,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; 12; -1; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,8,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[101],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
80,铁驹阵,Breakout,铁驹阵长五十丈，宽两丈。长阵两端各有铁甲战马十匹。阵法一经启动，铁马相互往返冲锋，声势惊人，非百战之躯不能抵挡。,"<color=#pinkyellow>以「破阵铁驹」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「长兵」时的成功率。
可派遣护冢作为掌院，带领子弟研习「长兵」。</color>",SectSpecial/2025_tiejuzhen,Func_CombatSkill9,Building,Kungfu,1,False,1,473a32,[0; 10000; 15000; 0; 5000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],139,[52],[],-1,9,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; 12; -1; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,9,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[102],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
81,八阵图,Breakout,奇门兵器，多走偏锋，最重视阴阳五行，奇门遁甲的变化。此阵设有生、伤、休、杜、景、死、惊、开八门，变化无穷。于阵中修习而成的技艺，当俱人鬼莫测之巧妙。,"<color=#pinkyellow>以「阵眼石」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「奇门」时的成功率。
可派遣护冢作为掌院，带领子弟研习「奇门」。</color>",SectSpecial/2026_bazhentu,Func_CombatSkill10,Building,Kungfu,1,False,1,473a32,[0; 15000; 0; 10000; 5000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],140,[52],[],-1,10,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 12; -1; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,10,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[103],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
82,千丝巷,Breakout,千丝巷为高约一丈的甬道，道间布有纵横交错的软索，犹如蛛网。修习者需将手中软兵使得如同活物，才能在这罗网之间攻守如意，进退自如。,"<color=#pinkyellow>以「百转软索」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「软兵」时的成功率。
可派遣护冢作为掌院，带领子弟研习「软兵」。</color>",SectSpecial/2027_qiansixiang,Func_CombatSkill11,Building,Kungfu,1,False,1,473a32,[0; 10000; 0; 5000; 15000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],141,[52],[],-1,11,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 12; -1; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,11,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[104],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
83,追影洞,Breakout,追影洞四周封闭，密不透风，洞壁上镶嵌着大大小小、形色各异的珠宝玉石。每当引入月光，洞内立刻光怪陆离。追光逐影之技，需要连光点的形状和颜色都不会识错分毫。,"<color=#pinkyellow>以「追光宝珠」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「御射」时的成功率。
可派遣护冢作为掌院，带领子弟研习「御射」。</color>",SectSpecial/2028_zhuiyingdong,Func_CombatSkill12,Building,Kungfu,1,False,1,473a32,[0; 0; 5000; 15000; 10000; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],142,[52],[],-1,12,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 12; -1],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,12,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[105],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
84,七弦楼,Breakout,七弦楼上设有赤、橙、黄、绿、青、蓝、紫七根以异材所制的大弦。分别可以感应奏乐者因喜、怒、忧、思、悲、恐、惊七种情绪而带来的音律和内力变化。,"<color=#pinkyellow>以「七色心弦」为心材，建造在「练功房」旁边的扩展建筑。
可提高此定居点影响范围内的人物在突破「乐器」时的成功率。
可派遣护冢作为掌院，带领子弟研习「乐器」。</color>",SectSpecial/2029_qixianlou,Func_CombatSkill13,Building,Kungfu,1,False,1,473a32,[0; 0; 0; 10000; 15000; 5000; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],143,[52],[],-1,13,3,掌院,子弟,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; 12],[1500; 1500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,True,0,-1,-1,13,-1,-1,False,False,-1,[5],True,False,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[106],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
85,琴舍,Reading,琴舍清净雅致，青幔环绕，建于曲径通幽之处。虽名为琴舍，但屋内琴瑟琵琶、钟鼓箫笛一应俱全，因琴为“文人四艺”之首，故称此屋为琴舍。,"<color=#pinkyellow>可提高此定居点影响范围内的人物在研读「音律」书籍时的效率。
多个琴舍的效果不会叠加。
可派遣文人作为主事，带领门生研习「音律」。</color>",SectSpecial/1009_qinshe,,Building,Music,1,False,2,,[0; 500; 0; 500; 1500; 0; 2500; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[],[86; 87; 88; 89; 90; 91],0,-1,1,主事,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[500; 500],20,[ResourceInfo{ResourceType: 6; ResourceCount: 50}],250,False,False,0,0,-1,-1,-1,-1,False,False,-1,[4],True,True,False,False,False,False,False,-1,0,0,[],[],-1,[],-1,[117],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
86,乐坊,Money,聚集着乐工、乐师、伶人的休闲场所。乐坊之中颇讲究礼仪，所表演的歌舞也大多高雅脱俗，因此深受文人雅客的喜爱。,"<color=#pinkyellow>建造在「琴舍」旁边的扩展建筑，需派遣村民经营。
以演奏乐曲赚取「银钱」为主。
可派遣文人作为主事，带领门生经营并研习「音律」。</color>",SectSpecial/2102_yuefang,Func_GetMoney1,Building,Music,1,False,1,406056,[0; 1250; 0; 1250; 2500; 0; 0; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[85],[],0,-1,1,主事,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[500; 500],10,[ResourceInfo{ResourceType: 6; ResourceCount: 100}],500,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[4],True,True,True,False,True,True,True,800,50,0,[46],[49],-1,[],-1,[143],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
87,知音阁,People,知音阁或称民间教坊，乃是供乐师们鉴赏音乐，交流、传授乐理知识和演奏技法的高雅学舍。,"<color=#pinkyellow>以「识乐回音台」为心材，建造在「琴舍」旁边的扩展建筑，需派遣村民经营。
可发现在「音律」方面具备卓越资质的人才。此建筑人物总「音律」造诣越高，可招募到的人才的资质就越高。
可派遣文人作为主事，带领门生经营并研习「音律」。</color>",SectSpecial/2103_zhiyinge,Func_GetVillager,Building,Music,1,False,1,406056,[0; 2500; 0; 2500; 5000; 0; 0; 2500],50,50,[0; 0; 0; 0; 0; 0; 0],146,[85],[],0,-1,1,主事,门生,[12; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 7; ResourceCount: 50}],2500,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[4],True,True,True,False,False,False,False,4800,0,0,[47],[50],-1,[],-1,[168],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
88,百戏园,Authority,百戏园汇集着来自五湖四海的戏班和艺人。园中往来无阻，任何人都可以随意游玩。许多民间脍炙人口的曲调均出于此处。,"<color=#pinkyellow>建造在「琴舍」旁边的扩展建筑，需派遣村民经营。
以创作戏曲获取「威望」为主。
可派遣文人作为主事，带领门生经营并研习「音律」。</color>",SectSpecial/2104_baixiyuan,Func_GetAuthority1,Building,Music,1,False,1,406056,[0; 2000; 0; 2000; 5000; 0; 5000; 0],50,50,[0; 0; 0; 0; 0; 0; 0],-1,[85],[],0,-1,1,主事,门生,[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[-1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1],[750; 750],10,[ResourceInfo{ResourceType: 6; ResourceCount: 500}],2500,False,False,0,-1,-1,-1,-1,-1,False,False,-1,[4],True,True,True,False,False,False,False,1600,50,0,[48],[51],-1,[],-1,[152],,-1,[ui9_buildingarea_namebase_0_1; ui9_buildingarea_namebase_1_1],[buildingarea_industry_icon_7; buildingarea_industry_base_7],False,0,[],0
